AvailabilityZone,AvailabilityZoneId,AvailableIpAddressCount,CidrBlock,DefaultForAz,MapPublicIpOnLaunch,MapCustomerOwnedIpOnLaunch,State,SubnetId,VpcId,OwnerId,AssignIpv6AddressOnCreation,Ipv6CidrBlockAssociationSet,Tags,SubnetArn
us-east-1a,use1-az4,8,10.205.6.0/28,False,False,False,available,subnet-9471dee2,vpc-6d304f08,93937234853,False,[],"[{'Key': 'c7n-publicout', 'Value': 'True'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'QueenAz1Subnet'}, {'Key': 'Name', 'Value': 'Proxy - Dev - Queen AZ 1'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Proxy-Dev-Network'}, {'Key': 'OwnerContact', 'Value': 'kib547'}, {'Key': 'NetworkLocation', 'Value': 'PublicOut'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Proxy-Dev-Network/9c60b140-bfb0-11e5-b85b-50fae987c09a'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVNPAWSPROXY'}, {'Key': 'ASV', 'Value': 'ASVCLOUDPROXY'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-9471dee2
us-east-1d,use1-az2,31,10.203.3.0/25,False,False,False,available,subnet-be655595,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Emmo-QA-Subnets-Nacl/e4a86e70-7cd5-11e5-b1b0-5001b491380a'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'Name', 'Value': 'HorizontalQAVPC - Emmo-Elb-Az3'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Emmo-QA-Subnets-Nacl'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet3'}, {'Key': 'c7n-enterprise', 'Value': 'True'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'NetworkLocation', 'Value': 'EntFacing'}, {'Key': 'Tier', 'Value': 'Emmo'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-be655595
us-east-1a,use1-az4,26,10.205.6.64/27,False,False,False,available,subnet-ab71dedd,vpc-6d304f08,93937234853,False,[],"[{'Key': 'OwnerContact', 'Value': 'kib547'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVNPAWSPROXY'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Proxy-Dev-Network'}, {'Key': 'ASV', 'Value': 'ASVCLOUDPROXY'}, {'Key': 'Name', 'Value': 'Proxy - Dev - Swarm AZ 1'}, {'Key': 'NetworkLocation', 'Value': 'PublicOut'}, {'Key': 'c7n-publicout', 'Value': 'True'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Proxy-Dev-Network/9c60b140-bfb0-11e5-b85b-50fae987c09a'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'SwarmAz1Subnet'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-ab71dedd
us-east-1b,use1-az6,27,10.203.63.96/27,False,False,False,available,subnet-4cf45617,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'c7n-public', 'Value': 'True'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'PaloAltoPublicAz2Subnet'}, {'Key': 'AutoGoverned', 'Value': 'True'}, {'Key': 'OwnerId', 'Value': 'icp905'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Horizontal-QA-Gen2-Infrastructure/63adf870-2c8f-11e6-8adc-5044334e0ab3'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'NetworkLocation', 'Value': 'Public'}, {'Key': 'Name', 'Value': 'Horizontal QA East VPC - Palo Alto Public Az2 - Do Not Use'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Horizontal-QA-Gen2-Infrastructure'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-4cf45617
us-east-1d,use1-az2,10,10.205.7.32/28,False,False,False,available,subnet-c128abeb,vpc-6d304f08,93937234853,False,[],"[{'Key': 'aws:cloudformation:stack-name', 'Value': 'DNS-CACHE-INFRA-EAST-DEV'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'mySubnet2'}, {'Key': 'Name', 'Value': 'Horizontal-DEV-East-DNS-CACHE-SUBNET-AZ2'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/DNS-CACHE-INFRA-EAST-DEV/100fd9c0-fb5e-11e5-a113-500c524058c6'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-c128abeb
us-east-1a,use1-az4,11,10.205.5.112/28,False,False,False,available,subnet-729abc05,vpc-6d304f08,93937234853,False,[],"[{'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Chef-Dev-Subnets-NACL/9fdb7d70-2710-11e5-97b7-5001b34a4a0a'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Chef-Dev-Subnets-NACL'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'Name', 'Value': 'HorizontalDevVPC - ChefPoolAz1'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet4'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-729abc05
us-east-1d,use1-az2,24,10.203.10.32/27,False,False,False,available,subnet-828e40ae,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'Name', 'Value': 'Proxy - QA - Swarm ELB AZ 3'}, {'Key': 'ASV', 'Value': 'ASVCLOUDPROXY'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPROXY'}, {'Key': 'c7n-enterpriseout', 'Value': 'True'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'NetworkLocation', 'Value': 'EnterpriseOut'}, {'Key': 'OwnerContact', 'Value': 'kib547'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Proxy-QA-Network/9379c2c0-ca90-11e5-a83f-500c32cd4462'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'SwarmElbAz3Subnet'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Proxy-QA-Network'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-828e40ae
us-east-1a,use1-az4,26,10.205.7.64/27,False,False,False,available,subnet-12faec59,vpc-6d304f08,93937234853,False,[],"[{'Key': 'ASV', 'Value': 'ASVCLOUDPROXY'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPROXY'}, {'Key': 'Name', 'Value': 'GCP Proxy - Dev - Swarm ELB AZ 1'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Proxy-GCP-Dev-Network/576815b0-11fc-11e8-8f09-500c28b4b099'}, {'Key': 'OwnerContact', 'Value': 'kib547'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Proxy-GCP-Dev-Network'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'SwarmElbAz1Subnet'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-12faec59
us-east-1b,use1-az6,11,10.205.63.224/28,False,False,False,available,subnet-53a03508,vpc-6d304f08,93937234853,False,[],"[{'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'Name', 'Value': 'Horizontal Dev East VPC - ASVVULMGMT AZ2'}, {'Key': 'NetworkLocation', 'Value': 'Enterprise'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'ASVVULMGMT-Horizontal-Infrastructure-Dev'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet2'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/ASVVULMGMT-Horizontal-Infrastructure-Dev/1da6c3c0-c21c-11e6-a079-500c2855d8d1'}, {'Key': 'c7n-enterprise', 'Value': 'True'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-53a03508
us-east-1d,use1-az2,11,10.205.5.144/28,False,False,False,available,subnet-2eb2df05,vpc-6d304f08,93937234853,False,[],"[{'Key': 'aws:cloudformation:stack-name', 'Value': 'Chef-Dev-Subnets-NACL'}, {'Key': 'Name', 'Value': 'HorizontalDevVPC - ChefPoolAz3'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Chef-Dev-Subnets-NACL/9fdb7d70-2710-11e5-97b7-5001b34a4a0a'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet6'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-2eb2df05
us-east-1a,use1-az4,4091,172.31.0.0/20,True,True,False,available,subnet-8df5c1fa,vpc-9f7197fb,93937234853,False,[],"[{'Key': 'NetworkLocation', 'Value': 'Default'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'isBastion', 'Value': 'false'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'Name', 'Value': 'Default-DO NOT USE'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-8df5c1fa
us-east-1d,use1-az2,27,10.205.7.192/27,False,False,False,available,subnet-03d16385b96cb1f43,vpc-6d304f08,93937234853,False,[],"[{'Key': 'AutoGoverned', 'Value': 'False'}, {'Key': 'Name', 'Value': 'Horizontal-DEV-East-F5SSLo-SUBNET-AZ2'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'c7n-enterprise', 'Value': 'True'}, {'Key': 'BA', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'NetworkLocation', 'Value': 'EntFacing'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-03d16385b96cb1f43
us-east-1a,use1-az4,27,10.203.5.32/27,False,False,False,available,subnet-4eb24c38,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Horizontal-Jenkins-Operation-Center-Infrastructure/157d5700-8e28-11e5-ad7a-50442ee11cd2'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet3'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Horizontal-Jenkins-Operation-Center-Infrastructure'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'Name', 'Value': 'HorizontalQAVPC - Jenkins-Operation-Center-App-AZ1'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-4eb24c38
us-east-1a,use1-az4,59,10.203.62.64/26,False,False,False,available,subnet-f880f28e,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'Name', 'Value': 'HorizontalQAVPC - AppDynamics2-Pool-Az1'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Horizontal-AppDynamics-QA-infrastructure/28ac0560-db35-11e5-8f56-500c28b32ed2'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Horizontal-AppDynamics-QA-infrastructure'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'Tier', 'Value': 'DB'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet3'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-f880f28e
us-east-1b,use1-az6,26,10.205.7.96/27,False,False,False,available,subnet-4f004d12,vpc-6d304f08,93937234853,False,[],"[{'Key': 'OwnerContact', 'Value': 'kib547'}, {'Key': 'ASV', 'Value': 'ASVCLOUDPROXY'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPROXY'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Proxy-GCP-Dev-Network/576815b0-11fc-11e8-8f09-500c28b4b099'}, {'Key': 'Name', 'Value': 'GCP Proxy - Dev - Swarm ELB AZ 2'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'SwarmElbAz2Subnet'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Proxy-GCP-Dev-Network'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-4f004d12
us-east-1e,use1-az3,478,10.203.22.0/23,False,False,False,available,subnet-c8371ff5,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'Name', 'Value': 'Horizontal QA East VPC - Enterprise Az4'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Horizontal-QA-Gen2-Infrastructure'}, {'Key': 'kubernetes.io/role/internal-elb', 'Value': ''}, {'Key': 'AutoGoverned', 'Value': 'True'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Horizontal-QA-Gen2-Infrastructure/63adf870-2c8f-11e6-8adc-5044334e0ab3'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'NetworkLocation', 'Value': 'EntFacing'}, {'Key': 'c7n-enterprise', 'Value': 'True'}, {'Key': 'OwnerId', 'Value': 'icp905'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'EnterpriseAz4Subnet'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-c8371ff5
us-east-1a,use1-az4,232,10.205.3.0/24,False,False,False,available,subnet-2a12f55c,vpc-6d304f08,93937234853,False,[],"[{'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Horizontal-Dev-VPC'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Horizontal-Dev-VPC/4045c9c0-b22f-11e4-a864-50fa52d244a8'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'RDS1Subnet'}, {'Key': 'Name', 'Value': 'Horizontal Dev East VPC - RDS1'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-2a12f55c
us-east-1a,use1-az4,27,10.205.5.160/27,False,False,False,available,subnet-739abc04,vpc-6d304f08,93937234853,False,[],"[{'Key': 'Name', 'Value': 'HorizontalDevVPC - ChefELBAz1'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Chef-Dev-Subnets-NACL'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Chef-Dev-Subnets-NACL/9fdb7d70-2710-11e5-97b7-5001b34a4a0a'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet1'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-739abc04
us-east-1b,use1-az6,26,10.203.10.96/27,False,False,False,available,subnet-61f6203b,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'aws:cloudformation:logical-id', 'Value': 'SwarmElbAz2Subnet'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Proxy-PreCDE-Network'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Proxy-PreCDE-Network/8d078e10-4675-11e7-afab-500c5240582a'}, {'Key': 'Name', 'Value': 'Proxy - PreCDE - Swarm ELB AZ 2'}, {'Key': 'ASV', 'Value': 'ASVCLOUDPROXY'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPROXY'}, {'Key': 'NetworkLocation', 'Value': 'EnterpriseOut'}, {'Key': 'c7n-enterpriseout', 'Value': 'True'}, {'Key': 'OwnerContact', 'Value': 'kib547'}, {'Key': 'c7n-internal', 'Value': 'True'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-61f6203b
us-east-1a,use1-az4,11,10.203.1.112/28,False,False,False,available,subnet-a57547ec,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'Name', 'Value': 'Horizontal QA VPC - CRYPTOPAYMENTKEYMGMT AZ1'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'ASV', 'Value': 'ASVCRYPTOPAYMENTKEYMGMT'}, {'Key': 'Owner', 'Value': 'Kevin Behrooz'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-a57547ec
us-east-1a,use1-az4,13,10.203.3.128/27,False,False,False,available,subnet-6cfd131a,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'NetworkLocation', 'Value': 'EntFacing'}, {'Key': 'Tier', 'Value': 'Emmo'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'c7n-enterprise', 'Value': 'True'}, {'Key': 'Name', 'Value': 'HorizontalQAVPC - Emmo-EC2-Az1'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet4'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Emmo-QA-Subnets-Nacl'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Emmo-QA-Subnets-Nacl/e4a86e70-7cd5-11e5-b1b0-5001b491380a'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-6cfd131a
us-east-1a,use1-az4,25,10.203.6.160/27,False,False,False,available,subnet-b0dd6ec6,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'NetworkLocation', 'Value': 'PublicOut'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPROXY'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Proxy-QA-Network/9379c2c0-ca90-11e5-a83f-500c32cd4462'}, {'Key': 'Name', 'Value': 'Proxy - QA - Swarm AZ 1'}, {'Key': 'c7n-publicout', 'Value': 'True'}, {'Key': 'OwnerContact', 'Value': 'kib547'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Proxy-QA-Network'}, {'Key': 'ASV', 'Value': 'ASVCLOUDPROXY'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'SwarmAz1Subnet'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-b0dd6ec6
us-east-1a,use1-az4,24,10.203.6.224/27,False,False,False,available,subnet-c8dd6ebe,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPROXY'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'SwarmElbAz1Subnet'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'OwnerContact', 'Value': 'kib547'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Proxy-QA-Network/9379c2c0-ca90-11e5-a83f-500c32cd4462'}, {'Key': 'NetworkLocation', 'Value': 'EnterpriseOut'}, {'Key': 'ASV', 'Value': 'ASVCLOUDPROXY'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Proxy-QA-Network'}, {'Key': 'c7n-enterpriseout', 'Value': 'True'}, {'Key': 'Name', 'Value': 'Proxy - QA - Swarm ELB AZ 1'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-c8dd6ebe
us-east-1b,use1-az6,14,10.203.0.32/27,False,False,False,available,subnet-3af84a63,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'Name', 'Value': 'Horizontal QA East VPC - General2'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Horizontal-QA-VPC/f66c2600-b22e-11e4-b6d3-5001b491380a'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Horizontal-QA-VPC'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'PrivateSubnet2'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-3af84a63
us-east-1c,use1-az1,16,10.194.60.64/27,False,False,False,available,subnet-0a68e225275c3c2f4,vpc-0e999ead3381a15fd,93937234853,False,[],"[{'Key': 'BA', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'c7n-enterprise', 'Value': 'True'}, {'Key': 'Name', 'Value': 'cof-st-hztl-dns-qa-ue1-1 - Enterprise-Az3'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'NetworkLocation', 'Value': 'EntFacing'}, {'Key': 'AutoGoverned', 'Value': 'False'}, {'Key': 'c7n-internal', 'Value': 'True'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-0a68e225275c3c2f4
us-east-1b,use1-az6,10,10.205.6.48/28,False,False,False,available,subnet-9699dbcc,vpc-6d304f08,93937234853,False,[],"[{'Key': 'NetworkLocation', 'Value': 'PublicOut'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/Proxy-Dev-Network/9c60b140-bfb0-11e5-b85b-50fae987c09a'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVNPAWSPROXY'}, {'Key': 'ASV', 'Value': 'ASVCLOUDPROXY'}, {'Key': 'Name', 'Value': 'Proxy - Dev - NAT Gateway AZ 2'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'NatGatewayAz2Subnet'}, {'Key': 'aws:cloudformation:stack-name', 'Value': 'Proxy-Dev-Network'}, {'Key': 'c7n-publicout', 'Value': 'True'}, {'Key': 'OwnerContact', 'Value': 'kib547'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-9699dbcc
us-east-1a,use1-az4,11,10.203.1.160/28,False,False,False,available,subnet-e43c3a93,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'aws:cloudformation:stack-name', 'Value': 'AppDynamics-Subnet'}, {'Key': 'Name', 'Value': 'HorizontalQAVPC - AppDynamics'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'NetworkLocation', 'Value': 'CustomSubnet'}, {'Key': 'aws:cloudformation:logical-id', 'Value': 'Subnet'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'aws:cloudformation:stack-id', 'Value': 'arn:aws:cloudformation:us-east-1:1234567890:stack/AppDynamics-Subnet/bea39ad0-4cdb-11e5-b0c3-50fa5262a89c'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-e43c3a93
us-east-1b,use1-az6,27,10.203.5.160/27,False,False,False,available,subnet-154db449,vpc-dc314eb9,93937234853,False,[],"[{'Key': 'BA', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'Name', 'Value': 'Horizontal-QA-East-F5SSLo-SUBNET-AZ1'}, {'Key': 'NetworkLocation', 'Value': 'EntFacing'}, {'Key': 'c7n-internal', 'Value': 'True'}, {'Key': 'AutoGoverned', 'Value': 'False'}, {'Key': 'ASV', 'Value': 'ASVAWSPLATFORM'}, {'Key': 'CMDBEnvironment', 'Value': 'ENVPPAWSPLATFORM'}, {'Key': 'OwnerContact', 'Value': 'SprintTeamSuperCell@capitalone.com'}, {'Key': 'c7n-enterprise', 'Value': 'True'}]",arn:aws:ec2:us-east-1:1234567890:subnet/subnet-154db449
